movie,sentence,score
이터널스,4DX로 봤는데 압도당했다죠....이정도면 블위 이상으로 봅니다. ,10
디어 에반 핸슨,넘버랑 연기는 완벽한데 스토리가... 공감이안됨 이건 드라마보단 스릴러네요 ,6
모가디슈,잘만든 영화.. 인상깊게 봤어요 ,10
시티 오브 갓,"이런게 영화지, 연출 몰입력에 완성도 높은 시퀀스. 나름의 메세지들 ",10
아야와 마녀,아니 그래서 결말이 뭐임?애들이 완전 실망ㅜㅜ그냥 감으로 때려 맞춰야하나... ,1
걸캅스,현실은 칼들고 있는 일반인 무서워서 냅다 도망ㅋㅋ인스타그램 전국 여경들 경찰복 셀카 업데이트되는거 약속이나 한듯이 귀신같이 뚝 멈춤ㅋㅋ 여경 = 경찰견보다 쓸모 없음 ,1
샹치와 텐 링즈의 전설,기대했던거보다  너무 재미있게 봤습니다~^^ 근데 주인공이 극중 20대중반인거 같은데~모습은 40대중반같아서 몰입도가 떨어졌습니다ㅜㅜ ,8
샹치와 텐 링즈의 전설,기대했던거보다  너무 재미있게 봤습니다~^^ 근데 주인공이 극중 20대중반인거 같은데~모습은 40대중반같아서 몰입도가 떨어졌습니다ㅜㅜ ,8
장르만 로맨스,오랜만에 유머러스하지만 의미있는 영화! ,8
이웃사촌,이게 뭐지? 코메디를 빙자한 쓰레기 ,2
디어 에반 핸슨,"캐릭터의 감정은 이해하나 스토리자체가 고구마백개 먹은 느낌,,,노래는 좋아요 ",4
샹치와 텐 링즈의 전설,솔직히 기억에 남는건 주인공들도 아니고 양조위도 아니다. 웡 에서 시작하고 쿠키도 웡으로 끝남 ,2
디어 에반 핸슨,진짜 국내 영화 알바들 지긋지긋하다.. 최고였습니다. 뮤지컬 평소에 많이 보시는 분들이라면 재밌게 보실 듯 ,9
007 노 타임 투 다이,재미있게 보았습니다~^^ 마지막에 다다미는 모지? 마지막은 아쉬웠지만  보는내내 재미있었습니다~~추천 꾹~^^ ,8
디어 에반 핸슨,전반적인 스토리 라인이 약간 아쉬움이 든다. 노래 가사는 마음에 들었다. ,7
장르만 로맨스,나름 재밌게 보았어요고딩아들  귀여움 ,8
서울역,시간이 아깝네요 이런걸 왜 만든거지 ,4
장르만 로맨스,다들 연기너무잘하네요 스토리도 좋고 너무 재미있었어요!! ,10
007 노 타임 투 다이,"되게 재미있게 잘 봤어요, 긴장감도 넘치면서 재밌었던 영화 였습니다. ",8
고양이에게 밥을 주지 마세요,함께 공존하는 세상이 좋습니다인간만이  지구의 주인이 아닙니다 ,10
루시,다시 보아도 엄청난 영화. ,10
고양이에게 밥을 주지 마세요,장애를 딛고 일반인도 감히 할수없는 캣맘으로 자처한 나영씨 고양이를 사랑하는마음에 뭉클해집니다 무조건 길양이들을 혐오하는 사람들의 이기적인 욕심과 더불어 살아가는 모습을 보이는영화로 왜 길양이들과 함께가야 하는지를 보여주는 영화입니다 ,10
싱크홀,김지훈 감독님 그냥 영화 안했으면 좋겠어요 ,1
루시,10번넘게봐도 재밌다 ,10
싱크홀,"허술해요...시트콤수준... 아니 화면 구성이 자꾸 끊어져서 진짜 짜증날정도예요. 실내 세트장에서 보이는 야경은 딱 봐도 빌라와는 너무 다른 곳이고, 차승원 옥상 장면에선 기계로 내리는 티가 너무 나고, 심지어 흙더미 속에서 튀어나오는 별거 아닌 장면까지도 뚝뚝 끊어지는 게 정말 어이가 없습니다.. 그리고 조명....와 진짜 ㅋㅋㅋㅋ조명....ㅋㅋㅋ ",1
이터널스,블록버스터는 상업영화 전문감독이.... ,5
너에게 가는 길,내인생 최고의 퀴어영화 ,10
장르만 로맨스,엄청  재미있었네요ㆍ 배우들의  연기ㆍ스토리   다 척척   잘  맞아  보는내내  푹  빠져 봅니다  배우중에  아들역  하신  배우   너무  웃겨서ㆍㆍㆍ근데  마냥  웃기지 만은 않습니다ㆍ   그안에  다양한  사랑애기도   있구요~   꼭  보세요~ ,10
듄,"스페이스 오페라의 부활을 알리는 영화, 대존잼 ",10
남극일기,난 굉장히 재밌게봤는데 5점대 평점 이해가 안간다 ,8
남극일기,난 굉장히 재밌게봤는데 5점대 평점 이해가 안간다 ,8
베놈 2: 렛 데어 비 카니지,초등생이 만든영화... ,4
기적,잔잔하니 감동적이고 재밌네요ㅎㅎ ,10
12번째 솔저,'레버넌트'는 혼자 찍을 수 있는 것이 아니다. ,8
장르만 로맨스,"연출이 너무 유치하고산만하게 정제되어 있지 않고스토리 뻔하고 개연성 별로 없고억지 웃음과 억지 감동을 유도하고카메라 앵글도너무 전형적인 한국코미디 구도로 식상하고설정만 보면 이 배우들 가지고재미있게 잘 버무렸을 수도 있겠다 싶지만..결과적으로 연출 능력이 그에 못 미침..보는 내내 무슨 80년대 어설픈 꽁트보는 느낌..진짜 노잼영화도웬만해선 관대하게 보는 편이라이 정도면 볼만하다 하는데..이 영화는.. 영화라 부르기도 민망할 정도로너무 퇴보한 느낌이라 처음으로 평점 남김..이 배우들 극본 보는 안목이 이 정도였나..라는생각까지 드는..그나마 소득(?)은..고등학생, 대학생으로 나온젊은 남배우 둘은 좀 좋은 작품 만나면괜찮을 듯..아래는 스포로 보일 수 있는 부분......뭔가 사람과 사람 간의 여러가지 관계들을보여주려고 의도했던 것 같긴하다..동성애자와 동성애자 간의 관계,동성애자와 이성애자 간의 관계,가족 간의 관계,바람핀 이성 과의 관계,성인과 미성년자와의 관계,이혼한 친구 엑스 와이프와의 연애와 우정 관계,공동양육을 하는 이혼한 부부 사이의 관계,작가와 출판사장의 친구면서 직장관계자인 관계,불륜의 경계에 있는 관계 등등..여러가지 무겁고 어둡게 느껴질 수 있는 관계들을가볍게 보여주려고 코미디를 차용해 시도한 듯 하지만억지 웃음과 감동을 유발하는 어설픈 연출력으로사람과 사람간의 관계를 논하려던그 주제마저 많이 희석되어 버린 듯 하다..마지막에 말하는(정확한 대사는 아니지만.. 대략..)""색깔은 섞여도그 안에 원래 그 고유의 색이 들어있는 거다.""원래 각자 개개인의 색깔이 다 있는 거고서로 관계가 생기면서 그 색깔이 서로 섞이지만잘못된 것이 아니라 사실 그 것은각자의 고유 색깔이 녹아든 것 뿐그 걸 서로 인정하고 잘 어우러지고각자의 색깔을 잃지 말라는뭐 그런 걸 의도한 건가 싶다..지만.. 그 걸 이렇게밖에 못 풀어낸 건좀 많이 역량부족이고 실망스럽다.. 끝 ",1
디어 에반 핸슨,벤 플랫 연기는 정말 훌륭했다.다른 배우분들도 연기를 정말 잘 하셨다.  세번 봐도 또 보고싶은 영화. OST 정말 좋았다 ,10
이터널스,마동석 죽고난후 정신력 흐려지고 노잼 돈날림 ,1
듄,스토리가 전체적으로 약간 지루한 듯. 영상미와 음악은 좋음 ,8
강릉,강릉사투리 찐 잘함!!몰입도 좋았고 유오성 장혁 포스 정말 ..오대환님도 연기가 너무 좋았어요.정말잘봤어요 ,10
장르만 로맨스,올만에 맘편히 재밌게 본 영화 ,10
장르만 로맨스,류승룡님의 코믹 연기 덕분에 웃으면서 볼 수 있었던 영화였습니다. ,8
아나콘다 2 - 사라지지 않는 저주,2편도 재미있음.. 이번에  두 번째 보는 건가... ,10
장르만 로맨스,코미디 영화 올만이네요 ,9
듄,진짜 재밌어요 책 읽어야겠음 ,10
너의 이름은.,스토리가 재미있습니다 ,9
이터널스,아무리 2시간 반을 넘는 러닝타임이어도 다양한 캐릭터와 그에 따른 많은 서사를 꾹꾹 눌러담아내기엔 조금은 부족하지 않았나 싶다. 오히려 '이터널스'가 MCU 드라마 시리즈로 기획됐다면 더 낫지 않았을까 싶은 생각도 든다. ,6
블랙 위도우,"최고의영화,, 이거보고 운동다짐 백만번 함 ",10
듄,sf만 보면 지루해지는 나같은 사람에겐 비추천.... ,6
퍼스트 카우,라이카트의 감독 영화중 가장 사랑스러워서 아픈 영화 ,10
너의 췌장을 먹고 싶어,한번 보니까 계속 보게 됩니다 ,10
듄,영화보다가 나온적 처음. ,3
범죄도시,"마동석,윤계상외에 조연으로 출연한분들대부분이 연기력 훌륭했고  스토리,연출력 좋았습니다.  다만  너무 잔인한 부분이 많아서   그런부분들은  스킵하면서  봤어요. ",10
변호인,감동적인 영화 눈물이 절로 나온다 ,10
솔저 발터,잔잔하게 몰입도가 높음 인생을 잘 그려냄 ,10
디어 에반 핸슨,노래 굿! 스토리는 별로이지만 좋아요 ,9
걸캅스,응 현실은 인천 경찰 피해자 안지키고 도망가서 뇌사당했죠? 걸캅스? 얼마전에 꺄악 엄마 하고 도망쳐서 범인 포위망 뚫렸죠? 걸캅스는 무슨 똥캅스다 세금도둑들아. ,1
싱크홀,무난하게 자면서 볼 수 있어요~~ ,7
인질,황정민이 실제 본인 역할이란점만 신선했고 모든게 허술하기 짝이없다 범인들이 최악의 범죄자라는 설정에 총기제작 폭탄제작까지 할정도로 만들어놓고 연출력 때문인지 고딩들보다 못한행동 패턴으로 현실감 지극히 떨어지고 납치범이 얼굴 다까질않나 거기에 더 짜증은 그넘의 형사들 경찰들 그만좀 무능력하게 나와라 거기에 강력계 형사에 꼭 여자는 쳐넣어야겠어? 여배우 포인트는 다른데 줘도 되잖아 카체이싱 추격전엔 늘 주위피해 민폐다주고...그만좀 보자 그런패턴 영화...충분히 다르게 만들수있잖아 현실성있게... 실제 황정민 배우납치라는 설정만 현실성있고 그래서 보다보니 그것빼곤 예전 투캅스 시절을 벗어나질 못해 우리나라 범죄물은... ,4
걸캅스,개 꼴값 판타지영화 정수기 레알 ㅈㄹ한다 ,1
나인 하프 위크,Slave to love~~ na na na na  woh~oho ,9
개들의 섬,부족한 스토리와 과대평가 ,1
걸캅스,북한선전영화보다 더 우악스러운 영화 ,1
가디언즈 오브 갤럭시,마블 영화 중 최애. 디즈니플러스 구독 기념으로 다시 정주행. ,10
극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,어른들의 나쁜 말 하나하나가 모여서 아이에게 큰 상처가 될 수 있다는 것과 자신도 아이에게 도움을 받았으면서 마지막에 도움을 받은 사람을 비난하는 이기적인 것 모두 현실고증이 너무 잘 되어서 슬펐다 또 5살 밖에 되지 않은 짱구가 인연을 쌓고 헤어짐을 반복하며 더 이상 누구도 잃고 싶지 않아하는 모습은 더 슬펐다 모든 인연을 소중히 하고 자신에게 소중한 사람 뿐만 아니라 다른 사람의 소중한 사람도 소중하게 여겨주는 감동적인 짱구의 모습에 또 한번 울었다 ,10
콜 미 바이 유어 네임,엘리오와 올리버 그 자체.. 내내 연기력에 감탄하면서 봤네요. 장면 하나하나 음악 하나하나 놓칠 것이 없는완벽한 영화 ,10
프렌치 디스패치,"헛웃음이 나올 정도로 뛰어난 캐릭터, 대사, 영상미. ",9
듄,지루하고 1시간은 잔듯 ,1
듄,간만에 영화다운 영화를 본 느낌.. 사운드가 너무 훌륭했다. ,10
기적,ost는 마지막이 대박이고 잔잔한 감성을 끌어올리는 스토리와 깨알같은 재미와 유머가 감동에 잘 녹아져있네요.  물론 연기력도 다들 좋으시고요. 잘 봤어요~~ ,9
듄,이건 무조건 봐야 하는거네!!!와 남주는 어쩔꺼야 저 느낌… 대 서사시에 한 페이지를 두시간 넘게 봤는데 일도 안지루람 긴장선을 잘 끌고감 이거 영화관에서 봐야 하는거!! ,10
장르만 로맨스,"오랫만의 아나로그 영화로써 디테일한 연출. 코믹 하지만 결코 가볍지않는  내용, 넘치지 않는 모든 배우들의 명연기. 영화 마니아 라면 당연히 봐도 괜찮은 영화임. ",9
다크 나이트 라이즈,최고ㅕ영화 ㅜㅜ 헉진짜 ,10
샹치와 텐 링즈의 전설,중국집 냄새나는 영화랄까 ,2
스쿨 오브 락,"Let's Rock! It,s Perfect! ",10
금지된 장난,15살에 이 영화를 처음 보고 너무 감명받아 그 이후로 다섯번쯤 더 봤다. 그래서 그런지 이 소녀가 성인이 된후 40살 넘어 출연한 '시네마천국'을 봤을 때 한눈에 알아봤다. ,10
랑종,처음에는 괸찮았는데 마지막은 좀비영화인줄 ,4
미나리,데이빗이 무서워할때 할머니가 품에 안아주는 장면 울컥 모든것 다 안아줄것 같은 사람 할머니너무 좋았다 외할머니 생각난다 ,10
이터널스,"술마시고 봐서 재미가 없나 했더니, 술 마시고 본게 천만 다행;; ",2
장르만 로맨스,너무 정신없게 전개되는 스토리관객석에서 웃음소리는 여자뿐감독도 여자재미없다....같은돈이면 외국영화다.. ,2
광대: 소리꾼 감독판,학규역 이봉근님 소리에 완전반해버렸답니다 완전 감동입니다 ,10
장르만 로맨스,뭘 본건지 하나도 모르겠고 이해도 안가고 웃음도 안남 ,1
장르만 로맨스,여러 관계를 볼 수있는 영화스토리가 매끄럽지 않아서 더 현실적으로 느껴졌다.사랑에는 접속사가 필요없음을여러 관점으로 생각해보는 걸 좋아하는 사람들은 보면 후회 안할듯 ,8
강릉,에휴..뭐야 이게... ,2
디스 아메리카노,유머코드가 나랑 잘 맞음 결말까지두 참 좋다 ,10
걸캅스,현실은 강도 무서워서 도망가버리는 여경밖에 없쥬?ㅋㅋㅋ ,1
장르만 로맨스,ㅋㅋ ,5
좋은 친구들,친구란 무엇인지 생각하게 만든다 ,7
이터널스,평잼이긴 한데 세계관이나 몇몇 캐릭터는 마음에 들어요 ,6
귀멸의 칼날: 나타구모산 편 ,다시봐도 재미있네요중간중간에 TV판에 없었던 영상도 있고요역시 영화관 큰화면과 사운드는 지리네요ㅋㅋ ,10
듄,어떤 영화적 상상력과 기술은 감동적이기까지 ,8
이터널스,옵티머스 이후 처음으로 동석이형 의리로 봤습니다. ,6
프렌치 디스패치,"""그랜드 부다페스트 호텔""만큼의 미칠 듯한 깜찍함과 흡인력은 없음. 웨스 앤더슨 감독(만의) 색깔은 한층 더 강해져서 극명하게 호불호가 나눠질 것 같은 느낌적 느낌. 극 속에서 '웨스 앤더스 사단' 찾기는 작은 즐거움. 잡지의 궁극적 시각화(특히 마지막화). 글자는 내레이션으로 대체된. 미술은 여전히 넘사벽 ",7
